imdb_id,shot1_idx,shot2_idx,iiou_score
tt0469494,7,39,0.09871942543532759
tt0469494,7,55,0
tt0469494,7,73,0.1790621266427718
tt0469494,7,74,0.20263813177199003
tt0469494,7,75,0.0
tt0469494,7,77,0.022580509011100324
tt0469494,7,80,0.04268576211289873
tt0469494,7,89,0.1081651099728834
tt0469494,7,92,0.5100241244488811
tt0469494,7,666,0.7745136959110758
tt0469494,17,39,0.3285675157491098
tt0469494,17,55,0
tt0469494,17,73,0.4492872807017544
tt0469494,17,74,0.31494264541670897
tt0469494,17,75,0.41563451776649746
tt0469494,17,77,0.42086489342962835
tt0469494,17,80,0.11690396219124335
tt0469494,17,89,0.20536508250172908
tt0469494,17,92,0.058397995473650176
tt0469494,17,100,0.5946463825339682
tt0469494,26,279,0.7990799658430433
tt0469494,27,279,0.4083818888079631
tt0469494,39,55,0
tt0469494,39,73,0.5418842093050238
tt0469494,39,74,0.6929474113330616
tt0469494,39,75,0.2218607173289953
tt0469494,39,77,0.39703306891933654
tt0469494,39,80,0.17476705301775916
tt0469494,39,89,0.1222621588228687
tt0469494,39,92,0.14635873413584619
tt0469494,39,100,0.3755700727227906
tt0469494,39,112,0.0775588048315321
tt0469494,39,396,0.7555534549579356
tt0469494,53,78,0.0
tt0469494,53,79,0.19946714924847936
tt0469494,53,84,0.19755069263200162
tt0469494,53,85,0.21026944585663446
tt0469494,53,91,0.15297128234290588
tt0469494,53,93,0.13521463369795017
tt0469494,53,106,0.14900438744515693
tt0469494,53,107,0.19395954558049322
tt0469494,53,124,0.04009451377095178
tt0469494,53,125,0.0536185174333431
tt0469494,55,73,0
tt0469494,55,74,0
tt0469494,55,75,0
tt0469494,55,77,0
tt0469494,55,80,0
tt0469494,55,89,0
tt0469494,55,92,0
tt0469494,55,100,0
tt0469494,55,112,0
tt0469494,55,113,0
tt0469494,73,167,0.7599026562419096
tt0469494,74,342,0.7853191807445059
tt0469494,74,628,0.8031445011751357
tt0469494,76,312,0.7034047226798462
tt0469494,76,318,0.46163903561529207
tt0469494,92,140,0.8332442544094067
tt0469494,92,307,0.7552766685681689
tt0469494,119,485,0.813934577712068
tt0469494,126,380,0.7489558144647175
tt0469494,144,257,0.7619161011231496
tt0469494,146,484,0.7551703971503004
tt0469494,149,431,0.40071088292646806
tt0469494,155,315,0.6975400210148959
tt0469494,159,431,0.5005952664412591
tt0469494,167,368,0.7755169379674439
tt0469494,167,447,0.7771632560711952
tt0469494,167,553,0.760938888598463
tt0469494,175,315,0.7095236426092748
tt0469494,248,252,0.72020175205734
tt0469494,279,281,0.41843833481745324
tt0469494,279,291,0.8147808443814447
tt0469494,279,315,0.720984866975836
tt0469494,279,324,0.7863091424910772
tt0469494,279,341,0.6622524215700448
tt0469494,279,431,0.76540409767899
tt0469494,279,468,0.8977835097927477
tt0469494,279,651,0.6816655264630885
tt0469494,283,431,0.4419155557619954
tt0469494,302,479,0.7510415955194317
tt0469494,311,506,0.7583933772803925
tt0469494,311,550,0.8244459833795014
tt0469494,315,514,0.8186014572921833
tt0469494,317,448,0.7502693385046326
tt0469494,336,396,0.774067005937235
tt0469494,336,567,0.740763358778626
tt0469494,348,646,0.7671994440583739
tt0469494,356,435,0.5119788281177454
tt0469494,356,599,0.8228849036125898
tt0469494,372,554,0.7690370916236797
tt0469494,396,401,0.7693249387897866
tt0469494,397,404,0.7488782299241838
tt0469494,430,460,0.7765258215962442
tt0469494,431,505,0.8400810742335951
tt0469494,505,517,0.6626623286337977
tt0469494,506,511,0.789515488482923
tt0118749,1,2,0.37394715587862004
tt0118749,1,3,0.23226364637407582
tt0118749,1,4,0.41001897190351433
tt0118749,1,5,0.1399150814081776
tt0118749,1,6,0.3693601971921552
tt0118749,1,10,0.033412384716732545
tt0118749,1,11,0.21726041144004013
tt0118749,1,13,0.5734261100066269
tt0118749,1,14,0.03235180162727625
tt0118749,1,37,0.06883742721370725
tt0118749,2,3,0.2136259161281929
tt0118749,2,4,0.23433895297249335
tt0118749,2,5,0.12351791969819456
tt0118749,2,6,0.30936947554507954
tt0118749,2,10,0.011715334848749781
tt0118749,2,11,0.21042904290429043
tt0118749,2,13,0.4611660703009893
tt0118749,2,14,0.06306632837984777
tt0118749,2,37,0.04840502576885505
tt0118749,2,42,0.45436375749500335
tt0118749,3,4,0.2017537965327241
tt0118749,3,5,0.21690800540950622
tt0118749,3,6,0.10551776815916779
tt0118749,3,10,0.27411871366860435
tt0118749,3,11,0.05475659145383916
tt0118749,3,13,0.18031618232901414
tt0118749,3,14,0.2406364862978644
tt0118749,3,37,0.30868715580031975
tt0118749,3,42,0.23119230013749756
tt0118749,3,60,0.2512574736642308
tt0118749,4,5,0.08018130251543987
tt0118749,4,6,0.31985894899802186
tt0118749,4,10,0.02520693658938537
tt0118749,4,11,0.12857142857142856
tt0118749,4,13,0.354126679462572
tt0118749,4,14,0.0802110631064523
tt0118749,4,37,0.33611527678163916
tt0118749,4,42,0.275052472299507
tt0118749,4,60,0.28250770208812165
tt0118749,4,62,0.10951979780960404
tt0118749,4,96,0.6117431847588453
tt0118749,4,150,0.42391498481871764
tt0118749,5,6,0.18993981913558394
tt0118749,5,10,0.28119006009974
tt0118749,5,11,0.28367591711816037
tt0118749,5,13,0.1706005586592179
tt0118749,5,14,0.392515923566879
tt0118749,5,37,0.27598920080123085
tt0118749,5,42,0.09843050143840355
tt0118749,5,60,0.10474752440480371
tt0118749,5,62,0.3622184445388865
tt0118749,5,68,0
tt0118749,6,666,0.5786691542288557
tt0118749,14,148,0.805310444408792
tt0118749,14,435,0.8166263549225119
tt0118749,58,274,0.7734160364800181
tt0118749,81,114,0.7731562774363476
tt0118749,87,414,0.8129725427775567
tt0118749,87,616,0.7921219091431857
tt0118749,92,424,0.8148083925784637
tt0118749,110,258,0.4679591633134914
tt0118749,111,124,0.7962617846963386
tt0118749,111,707,0.48540528610053524
tt0118749,114,618,0.7861594776414721
tt0118749,128,395,0.8488236814891417
tt0118749,128,654,0.785472972972973
tt0118749,128,685,0.8479944192535752
tt0118749,134,338,0.7986641221374046
tt0118749,148,652,0.7945596735804148
tt0118749,188,197,0.5541711679270196
tt0118749,188,368,0.36252336195454915
tt0118749,188,549,0.4136781577266035
tt0118749,197,208,0.49828087807458343
tt0118749,197,273,0.4418271640294981
tt0118749,197,276,0.8081249704589497
tt0118749,197,382,0.5642104233412409
tt0118749,197,449,0.3920687030164621
tt0118749,197,464,0.7942591998420416
tt0118749,197,612,0.7986473802016896
tt0118749,197,635,0.7839040672518235
tt0118749,245,597,0.7942290064166434
tt0118749,250,605,0.6951553386501607
tt0118749,250,799,0.6879120192457899
tt0118749,252,439,0.8204615781330583
tt0118749,258,268,0.45965858632371803
tt0118749,258,713,0.7862185336960639
tt0118749,270,287,0.5497292299564126
tt0118749,274,631,0
tt0118749,278,644,0.7285866901275686
tt0118749,346,513,0.7730598084320085
tt0118749,346,592,0.869423929098966
tt0118749,359,464,0.4445538247727141
tt0118749,359,534,0.7794557131048515
tt0118749,386,464,0.7745534389650466
tt0118749,464,468,0.8529762614815698
tt0118749,566,676,0.8627134430301149
tt0118749,581,643,0.8081767955801105
tt0118749,581,651,0.8024009146341463
tt0118749,597,611,0.8000489276685966
tt0118749,616,810,0.8126193203512792
tt0468565,5,6,0.19935962844375638
tt0468565,5,9,0.19346399967802955
tt0468565,5,15,0.2674923665763557
tt0468565,5,16,0.0217587228015965
tt0468565,5,17,0.41860305001893355
tt0468565,5,18,0.2304785894206549
tt0468565,5,19,0.08097954640322805
tt0468565,5,22,0.4500926302471646
tt0468565,5,28,0.16119549240568348
tt0468565,5,30,0.587573434232799
tt0468565,6,9,0.6658109108862009
tt0468565,6,15,0.6214126968789255
tt0468565,6,16,0.02017079687745586
tt0468565,6,17,0.44543737775679504
tt0468565,6,18,0.1388901152267008
tt0468565,6,19,0.2838732421951506
tt0468565,6,22,0.2947815837411151
tt0468565,6,28,0.1776291456047343
tt0468565,6,30,0.3872335413967731
tt0468565,6,34,0.0
tt0468565,6,134,0.7791609902757551
tt0468565,6,534,0.8217708808763122
tt0468565,9,15,0.5860059896542336
tt0468565,9,16,0.024455040871934605
tt0468565,9,17,0.42888596896196596
tt0468565,9,18,0.16111025759205203
tt0468565,9,19,0.2844165762289481
tt0468565,9,22,0.3015217213450053
tt0468565,9,28,0.1930194805194805
tt0468565,9,30,0.39666932412082556
tt0468565,9,34,0.0
tt0468565,9,37,0.006228718544971348
tt0468565,15,16,0.022737975109317188
tt0468565,15,17,0.3943174418206121
tt0468565,15,18,0.17166556800703142
tt0468565,15,19,0.23117430226434965
tt0468565,15,22,0.37213740458015265
tt0468565,15,28,0.20774290669895604
tt0468565,15,30,0.42608339775362647
tt0468565,15,34,0.0
tt0468565,15,37,0.03650232718496811
tt0468565,15,38,0.048001376383552216
tt0468565,16,17,0.016422175652505238
tt0468565,16,18,0.036936860789451444
tt0468565,16,19,0.040161620095414276
tt0468565,16,22,0.019111161370575596
tt0468565,16,28,0.013946491014068472
tt0468565,16,30,0.019568112082440803
tt0468565,16,34,0.0
tt0468565,16,37,0.0
tt0468565,16,38,0.009400232997228137
tt0468565,16,50,0.02809409026681074
tt0468565,30,90,0.7839400981151562
tt0468565,54,63,0.8457046903026371
tt0468565,54,133,0.5741986710685779
tt0468565,54,347,0.7803411092494738
tt0468565,54,547,0.7719985889546506
tt0468565,55,677,0.8390828999044687
tt0468565,55,1027,0.7737102885456135
tt0468565,55,1061,0.55933193489286
tt0468565,55,1109,0.48473325131417067
tt0468565,61,120,0.7764796838759557
tt0468565,75,247,0.5667812993772655
tt0468565,90,183,0.8868228241563055
tt0468565,90,486,0.8087928102987613
tt0468565,92,420,0.8483795522886736
tt0468565,95,213,0.8082007776599505
tt0468565,120,928,0.9006874767744333
tt0468565,133,543,0.5301062573789846
tt0468565,173,362,0.7908007173752506
tt0468565,184,545,0.7866561700452667
tt0468565,192,247,0.49075975359342916
tt0468565,220,247,0.7291996645858567
tt0468565,247,367,0.816970820728018
tt0468565,247,412,0.8305758085623481
tt0468565,247,709,0.4823914823914824
tt0468565,336,705,0.8557912844036697
tt0468565,339,1077,0.786323581247797
tt0468565,339,1140,0.8603969327920613
tt0468565,362,453,0.5951181712514529
tt0468565,366,385,0.7735466157335562
tt0468565,366,463,0.8123731167859815
tt0468565,390,1077,0.7809958190801977
tt0468565,412,679,0.8272199405183401
tt0468565,438,636,0.8657677250978686
tt0468565,438,851,0.7969747899159664
tt0468565,438,1066,0.8201525147802244
tt0468565,453,461,0.5897294818890417
tt0468565,453,714,0.5647485194024574
tt0468565,453,1085,0.6173295730817855
tt0468565,477,1077,0.7780339551456718
tt0468565,512,714,0.7909566391091615
tt0468565,675,1077,0.7936714347637625
tt0468565,685,703,0.6458416633346661
tt0468565,703,711,0.867141564902759
tt0468565,703,712,0.7698228595529313
tt0468565,828,832,0.8944154169776752
tt0468565,972,1094,0.8073679538393254
tt0468565,983,1165,0.6989004985317216
tt0468565,1077,1122,0.8457203240577669
tt0066921,19,535,0.5522796842274851
tt0066921,20,29,0.0
tt0066921,20,40,0.43080918756594433
tt0066921,20,42,0.13264980875478113
tt0066921,20,44,0.44726185885075204
tt0066921,20,46,0.4026358695652174
tt0066921,20,48,0.46735980910175556
tt0066921,20,50,0.5845585673472232
tt0066921,20,55,0.49617868675995697
tt0066921,20,60,0.41717873363612074
tt0066921,20,70,0.5746293863764308
tt0066921,29,40,0.020992660267925883
tt0066921,29,42,0.0
tt0066921,29,44,0.0764156537207234
tt0066921,29,46,0.058369226199316795
tt0066921,29,48,0.0246003284512518
tt0066921,29,50,0.004778179646281979
tt0066921,29,55,0.0
tt0066921,29,60,0.05463740990004381
tt0066921,29,70,0.025447438010194307
tt0066921,29,81,0.0015916404276668627
tt0066921,40,42,0.1383672774720599
tt0066921,40,44,0.36034928440829705
tt0066921,40,46,0.4721622021607222
tt0066921,40,48,0.4817468902109248
tt0066921,40,50,0.43435207421785044
tt0066921,40,55,0.24995177469135801
tt0066921,40,60,0.3910001371930306
tt0066921,40,70,0.4670717867994289
tt0066921,40,81,0.39805504101614186
tt0066921,40,83,0.248233646989874
tt0066921,42,44,0.09420863987926806
tt0066921,42,46,0.07497597886139803
tt0066921,42,48,0.11447799330622234
tt0066921,42,50,0.09278388822829964
tt0066921,42,55,0.14035087719298245
tt0066921,42,60,0.10455135451995143
tt0066921,42,70,0.09068
tt0066921,42,81,0.09709908228340333
tt0066921,42,83,0.06632357452029583
tt0066921,42,84,0.08533251315699542
tt0066921,44,46,0.6022831296106833
tt0066921,44,48,0.4864578258003497
tt0066921,44,50,0.5141414427959491
tt0066921,44,55,0.3115079365079365
tt0066921,44,60,0.6958455473567169
tt0066921,44,70,0.5721899836003532
tt0066921,44,81,0.5637319711538461
tt0066921,44,83,0.1585609939954771
tt0066921,44,84,0.5651512590839952
tt0066921,44,87,0.15587212817412333
tt0066921,46,548,0.800752457002457
tt0066921,81,90,0.8298861691838405
tt0066921,127,172,0.9189856433650879
tt0066921,127,569,0.876816909826935
tt0066921,127,578,0.8554296123874102
tt0066921,127,587,0.8417143406566991
tt0066921,128,130,0.8325882280228271
tt0066921,128,171,0.6161248534945407
tt0066921,128,537,0.8660277528202056
tt0066921,128,543,0.8416073224290435
tt0066921,130,171,0.6700178076324865
tt0066921,130,175,0.8395832847787075
tt0066921,130,248,0.8954192276469906
tt0066921,130,250,0.8373444168845389
tt0066921,130,268,0.8436588335285875
tt0066921,130,543,0.9083723325645446
tt0066921,171,236,0
tt0066921,171,537,0.6487308579819593
tt0066921,171,543,0.7154935386307396
tt0066921,172,578,0.8386507062005409
tt0066921,172,587,0.8373574782025486
tt0066921,175,248,0.87959354806886
tt0066921,175,268,0.8843177292092061
tt0066921,175,411,0.8669630813808263
tt0066921,236,537,0
tt0066921,248,250,0.861001872659176
tt0066921,248,268,0.8900426569165143
tt0066921,248,411,0.88170764264738
tt0066921,248,536,0.8356555350802283
tt0066921,248,543,0.8682351342783389
tt0066921,250,536,0.849056179269692
tt0066921,250,543,0.8593925003360064
tt0066921,266,459,0.7175432144170651
tt0066921,268,411,0.8703530684500393
tt0066921,344,360,0.7870722433460076
tt0066921,411,536,0.8578178196725108
tt0066921,411,540,0.8307430912997851
tt0066921,453,459,0.8426569527561982
tt0066921,462,615,0.8322821100917431
tt0066921,534,537,0.8632881801673937
tt0066921,534,544,0.8461637931034482
tt0066921,536,543,0.8462538739949286
tt0066921,536,614,0.5225555353241078
tt0066921,537,543,0.8375688571253046
tt0066921,537,544,0.8390371704601277
tt0066921,539,544,0.8629809289653798
tt0066921,548,569,0.8392578328302279
tt0066921,548,587,0.8377425872844321
tt0066921,578,587,0.8940906898215147
tt0071315,1,3,0.00925675309911763
tt0071315,1,4,0.15682240176644754
tt0071315,1,5,0.06714464549903267
tt0071315,1,6,0.5147551443611421
tt0071315,1,7,0.07326618705035971
tt0071315,1,8,0.36823157740063184
tt0071315,1,21,0.22553991680437632
tt0071315,1,22,0.07399821242365559
tt0071315,1,24,0.045619235836627144
tt0071315,1,36,0.0
tt0071315,3,4,0.47920962199312717
tt0071315,3,5,0.2596483999450625
tt0071315,3,6,0.08404421785876533
tt0071315,3,7,0.4535089746552654
tt0071315,3,8,0.10052661765472652
tt0071315,3,21,0.04063540635406354
tt0071315,3,22,0.26126334450996264
tt0071315,3,24,0.4232984293193717
tt0071315,3,36,0.08449692810979015
tt0071315,3,37,0.22923866890490768
tt0071315,4,5,0.1293570503907561
tt0071315,4,6,0.11045320986555071
tt0071315,4,7,0.35557895903774733
tt0071315,4,8,0.11904328846853401
tt0071315,4,21,0.21395411124006786
tt0071315,4,22,0.2255359796221609
tt0071315,4,24,0.2666698396078245
tt0071315,4,36,0.06428944770311865
tt0071315,4,37,0.17781185681423786
tt0071315,4,48,0.3786198830409357
tt0071315,5,6,0.1978912319644839
tt0071315,5,7,0.46595744680851064
tt0071315,5,8,0.3284431516377893
tt0071315,5,21,0.047368649776194
tt0071315,5,22,0.23968418865572408
tt0071315,5,24,0.258739837398374
tt0071315,5,36,0.037745879851143006
tt0071315,5,37,0.21418885935889787
tt0071315,5,48,0.3867371270219759
tt0071315,5,50,0.2334020070445936
tt0071315,6,7,0.18171315398580623
tt0071315,6,8,0.6065144140771247
tt0071315,6,21,0.15034502315908876
tt0071315,6,22,0.0704934187372422
tt0071315,6,24,0.04001182615551394
tt0071315,6,36,0.0
tt0071315,6,37,0.1836794527241632
tt0071315,6,48,0.1253396285243419
tt0071315,6,50,0.06314271090223815
tt0071315,6,52,0.06564462203376009
tt0071315,6,142,0.742800114057599
tt0071315,8,111,0.7553011368217367
tt0071315,8,278,0.6943571321658434
tt0071315,25,224,0.8055480924234283
tt0071315,48,50,0.7506159685689552
tt0071315,48,173,0.735430219301187
tt0071315,50,139,0.698957345971564
tt0071315,50,191,0.7209639953542393
tt0071315,50,321,0.8196934644303066
tt0071315,50,332,0.7428056143652474
tt0071315,82,355,0.7250760859540718
tt0071315,82,398,0.750965250965251
tt0071315,83,115,0.6881650731918112
tt0071315,83,142,0.5932203389830508
tt0071315,91,250,0.3894959704958339
tt0071315,91,459,0.6748772084158053
tt0071315,113,297,0.7151166313238413
tt0071315,113,432,0.6858087793144919
tt0071315,118,457,0.4291044776119403
tt0071315,130,181,0.6076965669988926
tt0071315,130,198,0.5734834271419638
tt0071315,130,282,0.7054906968259759
tt0071315,130,475,0.619312046891871
tt0071315,133,139,0.7225869056452994
tt0071315,139,190,0.5387262398951278
tt0071315,139,199,0.7278606965174129
tt0071315,139,443,0.4966283440194561
tt0071315,142,273,0.8075063613231552
tt0071315,142,464,0.6658335700085203
tt0071315,142,478,0.7455467664996075
tt0071315,145,371,0.6162321220830768
tt0071315,145,445,0.6982328953330312
tt0071315,145,480,0.7349309124891529
tt0071315,177,282,0.7036100717969461
tt0071315,187,390,0.7425080867217366
tt0071315,230,422,0.7016263552960801
tt0071315,233,273,0.7157418615021979
tt0071315,273,302,0.7284168134910647
tt0071315,282,287,0.7552774145339062
tt0071315,332,418,0.815869964170235
tt0071315,337,407,0.7242063990750748
tt0071315,350,390,0.7040641449381809
tt0071315,355,422,0.6987443495730788
tt0071315,355,471,0.6939799331103679
tt0071315,355,496,0.7591844973758579
tt0071315,367,390,0.4728242654452017
tt0071315,389,481,0.7099610782759118
tt0071315,390,477,0.7874528142430559
tt0071315,390,486,0.30203579149651694
tt0071315,422,458,0.729594523433386
tt0059592,5,9,0.05105044828047638
tt0059592,5,11,0.11846832135858916
tt0059592,5,12,0.11809045226130653
tt0059592,5,14,0.2408923608502967
tt0059592,5,29,0.16705974842767296
tt0059592,5,30,0.20744900487240894
tt0059592,5,32,0.17013111608570514
tt0059592,5,33,0.13641160949868075
tt0059592,5,38,0.5030722970322918
tt0059592,5,39,0.32316020712380356
tt0059592,9,11,0.3309619792901747
tt0059592,9,12,0.1330251994428264
tt0059592,9,14,0.02946981250560689
tt0059592,9,29,0.4528600172463352
tt0059592,9,30,0.4422680412371134
tt0059592,9,32,0.5419761059089442
tt0059592,9,33,0.6664123725639781
tt0059592,9,38,0.0597491717936583
tt0059592,9,39,0.21359933152287444
tt0059592,9,44,0
tt0059592,10,17,0.23280247732802478
tt0059592,10,20,0.1664882704486665
tt0059592,10,27,0.222496299950666
tt0059592,10,31,0.024581736610898214
tt0059592,10,40,0.49494399854895027
tt0059592,10,61,0.07997970916469395
tt0059592,10,65,0.20703618005889776
tt0059592,10,68,0.20663005322160571
tt0059592,10,70,0.06457327605296957
tt0059592,10,78,0.22827914798206278
tt0059592,11,12,0.16966717095310135
tt0059592,11,14,0.024080670245321827
tt0059592,11,29,0.20813056088089268
tt0059592,11,30,0.32427452786734223
tt0059592,11,32,0.24918912873280394
tt0059592,11,33,0.30918162186313203
tt0059592,11,38,0.09999285254806661
tt0059592,11,39,0.22762483613395304
tt0059592,11,44,0
tt0059592,11,46,0.2513444002805705
tt0059592,11,222,0.7248105010168238
tt0059592,12,14,0.1745358771760776
tt0059592,12,29,0.08378797959636283
tt0059592,12,30,0.07423145873447978
tt0059592,12,32,0.13593794343013907
tt0059592,12,33,0.18348122037194603
tt0059592,12,38,0.21127146510778225
tt0059592,12,39,0.16671927277318352
tt0059592,12,44,0
tt0059592,12,46,0.1622543529172182
tt0059592,12,51,0.16271452901873446
tt0059592,18,33,0.4202009304834468
tt0059592,30,183,0.7878513965470487
tt0059592,32,46,0.8101332490651498
tt0059592,32,80,0.7220367278797997
tt0059592,32,166,0.8386521308225966
tt0059592,32,270,0.7854314693279818
tt0059592,33,46,0.7314722303849545
tt0059592,33,78,0.4220955096222381
tt0059592,36,215,0.7180190353282787
tt0059592,46,80,0.748327328872877
tt0059592,46,166,0.8258025254830367
tt0059592,46,194,0.7375264098813586
tt0059592,46,270,0.7755022321428572
tt0059592,62,164,0.5660733379457827
tt0059592,62,194,0.5725310367967789
tt0059592,62,257,0.5670845078870029
tt0059592,62,279,0.4938391502276176
tt0059592,70,71,0.7163013353489543
tt0059592,78,222,0.7504336855385586
tt0059592,79,261,0.7826363032874419
tt0059592,80,157,0.3782097931177877
tt0059592,80,194,0.8154877305710962
tt0059592,80,270,0.8029051394356046
tt0059592,82,157,0.6470690655832849
tt0059592,133,190,0.2786947568509425
tt0059592,133,261,0.7927407073156975
tt0059592,153,161,0.481710372473693
tt0059592,153,162,0.7786410460962159
tt0059592,153,212,0.7849348936871601
tt0059592,153,261,0.7660438667749797
tt0059592,153,268,0.7380608279538813
tt0059592,153,299,0.7683136338647608
tt0059592,161,212,0.47926895799236224
tt0059592,162,180,0.7314460901417423
tt0059592,162,268,0.66964488774814
tt0059592,164,279,0.6160618279569893
tt0059592,177,329,0.4125647299834974
tt0059592,185,334,0.7371156661786237
tt0059592,194,270,0.7735433800532839
tt0059592,194,279,0.6226836482163337
tt0059592,194,332,0.7400987257490529
tt0059592,212,268,0.8059652248507044
tt0059592,212,299,0.828947838194866
tt0059592,223,270,0.7193641256728001
tt0059592,223,313,0.815955766192733
tt0059592,257,292,0.4024966043593558
tt0059592,261,268,0.7204765831603492
tt0059592,268,299,0.7218869811635272
tt0059592,270,313,0.7625390869293308
tt0114369,4,8,0.056940160394818015
tt0114369,4,12,0.15719290906238562
tt0114369,4,18,0.1888469229060209
tt0114369,4,115,0.09517766497461928
tt0114369,4,144,0.19081517957501473
tt0114369,4,152,0.18400108836133597
tt0114369,4,163,0.3416540595057993
tt0114369,4,183,0.15999236009422552
tt0114369,4,187,0.029648727038349983
tt0114369,4,188,0.21627122009331878
tt0114369,8,12,0.438620571330531
tt0114369,8,18,0.2725037671504481
tt0114369,8,115,0.5825797872340426
tt0114369,8,144,0.4808417360806664
tt0114369,8,152,0.23787505137690096
tt0114369,8,163,0.10788965948792825
tt0114369,8,183,0.025131383910524187
tt0114369,8,187,0.16348279575987756
tt0114369,8,188,0.4100316712086617
tt0114369,8,189,0.16788223186719764
tt0114369,12,18,0.3307823667067232
tt0114369,12,115,0.45877579210912545
tt0114369,12,144,0.7540274104352007
tt0114369,12,152,0.12219583003430984
tt0114369,12,163,0.24718406919823202
tt0114369,12,183,0.18804373383494005
tt0114369,12,187,0.16120435737996167
tt0114369,12,188,0.6339419539446791
tt0114369,12,189,0.32187035069075454
tt0114369,12,195,0.06650269605524549
tt0114369,13,185,0.43493964886613024
tt0114369,13,190,0.47268620341199546
tt0114369,13,252,0.2137012070857501
tt0114369,13,275,0.19561913745218257
tt0114369,13,321,0.22315810838238279
tt0114369,13,327,0.16014640585623424
tt0114369,13,398,0.16995475113122172
tt0114369,13,463,0.4448429928890567
tt0114369,13,604,0.342466361738976
tt0114369,13,621,0.1538075033497097
tt0114369,18,115,0.27943037974683543
tt0114369,18,144,0.42424446388907583
tt0114369,18,152,0.19166074389954987
tt0114369,18,163,0.322878324433615
tt0114369,18,183,0.22689977278465034
tt0114369,18,187,0.10194649364500934
tt0114369,18,188,0.3801945181255526
